Catalogue_Num,Pit,Bin,Level_min,Level_max,Drawer,Higher_Classification,Family,Genus,Element,NISP,Details,Notes,Quadrant,GMM?,TeethCorrosion
41229-28221,1C,10,145,150,2C11,lizard,Scincidae,cf. Plestiodon,maxilla,1,1R,,100,,crown
41229-28222,1C,10,145,150,2C11,lizard,Scincidae,cf. Plestiodon,maxilla,1,1R,,100,,none
41229-28223,1C,10,145,150,2C11,lizard,Scincidae,cf. Plestiodon,maxilla,1,1R,"missng crowns, coroded shaft",100,,shaft
41229-28224,1C,10,145,150,2C11,lizard,Scincidae,cf. Plestiodon,maxilla,1,1R,,100,,none
41229-28283,1E,10,145,150,2C13,lizard,Scincidae,cf. Plestiodon,maxilla,1,1R,"unicuspid, striated crowns",100,,crown
41229-28284,1E,10,145,150,2C13,lizard,Scincidae,cf. Plestiodon,maxilla,1,1R,"unicuspid, striated crowns",100,,crown
41229-28285,1E,10,145,150,2C13,lizard,Scincidae,cf. Plestiodon,maxilla,1,1R,"unicuspid, striated crowns",100,,crown
41229-28219,1C,10,145,150,2C11,lizard,Teiidae,,maxilla,1,1R,bicuspid,50,,none
41229-28286,1E,10,145,150,2C13,lizard,Teiidae,,maxilla,1,1R,"bicuspid, some tricuspid ",100,,none
41229-28287,1E,10,145,150,2C13,lizard,Teiidae,,maxilla,1,1R,"bicuspid, some tricuspid ",75,,crown
41229-28171,1A,10,145,150,2C11,lizard,,,pelvis,1,1R,,75,,
41229-28228,1C,10,145,150,2C11,lizard,,,pelvis,1,1R,,50,,
41229-28230,1C,10,145,150,2C11,lizard,,,pelvis,1,1R,,75,,
41229-28295,1E,10,145,150,2C13,lizard,,,pelvis,1,1R,,50,,
41229-28296,1E,10,145,150,2C13,lizard,,,pelvis,1,1R,,50,,
41229-28297,1E,10,145,150,2C13,lizard,,,pelvis,1,1R,,75,,
41229-28298,1E,10,145,150,2C13,lizard,,,pelvis,1,1R,,25,,
41229-28299,1E,10,145,150,2C13,lizard,,,pelvis,1,1R,,50,,
41229-28300,1E,10,145,150,2C13,lizard,Scincidae,cf. Plestiodon,pterygoid,1,1R,,100,,
41229-28306,1E,10,145,150,2C13,lizard,,,scapulocorocoid,1,1R,,100,,
41229-28307,1E,10,145,150,2C13,lizard,,,scapulocorocoid,1,1R,,100,,
41229-28172,1A,10,145,150,2C11,lizard,Phrynosomatidae,Phrynosoma cf. cornutum,squamosal,1,1R,3 long horns,100,,
41229-28231,1C,10,145,150,2C11,lizard,Phrynosomatidae,Phrynosoma,squamosal,1,1R,"2 med horns, broken",75,,
41229-28233,1C,10,145,150,2C11,lizard,Phrynosomatidae,Phrynosoma cf. cornutum,squamosal,1,1R,4 long horns,100,,
41229-28308,1E,10,145,150,2C13,lizard,Phrynosomatidae,Phrynosoma cf. cornutum,squamosal,1,1R,3 long horns,100,,
41229-28309,1E,10,145,150,2C13,lizard,Phrynosomatidae,Phrynosoma cf. cornutum,squamosal,1,1R,"2 long horns, broken",75,,
41229-28234,1C,10,145,150,2C11,lizard,Phrynosomatidae,Phrynosoma,surangular,1,1R,pitted bone,50,,
41229-28370,1,11,150,165,2D1,lizard,cf. Scincidae,,dentary,1,1R,missng crowns,25,,crown
41229-28369,1,11,150,165,2D1,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",25,,crown
41229-28334,1E,11,150,155,2D2,lizard,Scincidae,cf. Plestiodon,coronoid,1,1R,,100,,
41229-28319,1B,11,150,155,2D1,lizard,Phrynosomatidae,Phrynosoma,dentary,1,1R,,100,,none
41229-28335,1E,11,150,155,2D2,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",75,,crown
41229-28336,1E,11,150,155,2D2,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",75,,crown
41229-28338,1E,11,150,155,2D2,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",100,,crown
41229-28321,1B,11,150,155,2D1,lizard,Scincidae,cf. Plestiodon,dentary,1,1R,"unicuspid, striated crowns",75,,none
41229-28340,1E,11,150,155,2D2,lizard,Scincidae,,dentary,1,1R,"unicuspid, striated crowns",75,,crown
41229-28320,1B,11,150,155,2D1,lizard,Teiidae,,dentary,1,1R,"bicuspid, some tricuspid ",100,,none
41229-28339,1E,11,150,155,2D2,lizard,,,dentary,1,1R,eroded tooth shaft and crown,50,,shaft
41229-28323,1B,11,150,155,2D1,lizard,,,humerus,1,1R,,100,,
41229-28324,1B,11,150,155,2D1,lizard,Phrynosomatidae,,maxilla,1,1R,"tricuspid, slightly eroded tooth crowns",50,,crown
41229-28325,1B,11,150,155,2D1,lizard,Teiidae,,maxilla,1,1R,"bicuspid, some tricuspid ",100,,none
41229-28350,1E,11,150,155,2D2,lizard,,,maxilla,1,1R,eroded tooth shaft and crown,75,,shaft
41229-28326,1B,11,150,155,2D1,lizard,Phrynosomatidae,Phrynosoma cf. cornutum,parietal,1,1R,frag,25,,
41229-28328,1B,11,150,155,2D1,lizard,,,pelvis,1,1R,,75,,
41229-28329,1B,11,150,155,2D1,lizard,,,pelvis,1,1R,,75,,
41229-28353,1E,11,150,155,2D2,lizard,,,pelvis,1,1R,,75,,
41229-28358,1E,11,150,155,2D2,lizard,,,scapulocorocoid,1,1R,,75,,
41229-28359,1E,11,150,155,2D2,lizard,,,scapulocorocoid,1,1R,,75,,
41229-28331,1B,11,150,155,2D1,lizard,Phrynosomatidae,Phrynosoma,squamosal,1,1R,3 long horns,100,,
41229-28360,1E,11,150,155,2D2,lizard,Scincidae,cf. Plestiodon,surangular,1,1R,,25,,
41229-28373,1D,11,152,155,2D1,lizard,Phrynosomatidae,cf. Sceloporus,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",100,Yes,crown
41229-28375,1D,11,152,155,2D1,lizard,,,dentary,1,1R,eroded tooth shaft and crown,25,,shaft
41229-28383,1D,11,152,155,2D1,lizard,Phrynosomatidae,,maxilla,1,1R,"tricuspid,  eroded tooth crowns",75,,crown
41229-28391,1A,11,155,160,2D4,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid,  eroded tooth crowns",50,,crown
41229-28402,1B,11,155,160,2D3,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid,  eroded tooth crowns, with travertine",100,,crown
41229-28424,1D,11,155,160,2D3,lizard,Scincidae,,dentary,1,1R,,75,,shaft
41229-28425,1D,11,155,160,2D3,lizard,Scincidae,,dentary,1,1R,,100,,none
41229-28406,1B,11,155,160,2D3,lizard,,,femur,1,1R,,100,,
41229-28407,1B,11,155,160,2D3,lizard,,,femur,1,1R,,100,,
41229-28393,1A,11,155,160,2D4,lizard,,,humerus,1,1R,,100,,
41229-28430,1D,11,155,160,2D3,lizard,,,humerus,1,1R,,100,,
41229-28413,1B,11,155,160,2D3,lizard,Anguidae,cf. Ophisaurus,maxilla,1,1R,unicuspid,100,,crown
41229-28394,1A,11,155,160,2D4,lizard,Scincidae,cf. Plestiodon,maxilla,1,1R,"unicuspid, striated crowns",75,,none
41229-28433,1D,11,155,160,2D3,lizard,Teiidae,,maxilla,1,1R,bicuspid,25,,none
41229-28417,1B,11,155,160,2D4,lizard,,,pelvis,1,1R,,50,,
41229-28439,1D,11,155,160,2D3,lizard,,,pelvis,1,1R,,75,,
41229-28418,1B,11,155,160,2D4,lizard,,,scapulocorocoid,1,1R,,100,,
41229-28442,1D,11,155,160,2D3,lizard,Phrynosomatidae,,surangular,1,1R,,100,,
41229-28447,1A,11,160,165,2D6,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid, some missing tooth crowns",75,,shaft
41229-28448,1A,11,160,165,2D6,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",75,,crown
41229-28449,1A,11,160,165,2D6,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",50,,crown
41229-28450,1A,11,160,165,2D6,lizard,Phrynosomatidae,,dentary,1,1R,eroded tooth shaft and crown,75,,shaft
41229-28473,1B,11,160,165,2D6,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",100,,crown
41229-28491,1E,11,160,165,2D6,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",75,,crown
41229-28492,1E,11,160,165,2D6,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",50,,crown
41229-28493,1E,11,160,165,2D6,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid,  eroded tooth crowns",100,Yes,crown
41229-28494,1E,11,160,165,2D6,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid,  eroded tooth crowns",100,,crown
41229-28458,1A,11,160,165,2D6,lizard,,,humerus,1,1R,,50,,
41229-28502,1E,11,160,165,2D6,lizard,Anguidae,Ophisaurus,maxilla,1,1R,,50,,none
41229-28504,1E,11,160,165,2D6,lizard,Anguidae,Ophisaurus,maxilla,1,1R,,75,,crown
41229-28461,1A,11,160,165,2D6,lizard,Phrynosomatidae,,maxilla,1,1R,"tricuspid,  eroded tooth crowns",100,,crown
41229-28503,1E,11,160,165,2D6,lizard,Scincidae,cf. Plestiodon,maxilla,1,1R,"unicuspid, striated crowns",75,,none
41229-28464,1A,11,160,165,2D6,lizard,,,pelvis,1,1R,,50,,
41229-28479,1B,11,160,165,2D6,lizard,,,pelvis,1,1R,,50,,
41229-28508,1E,11,160,165,2D6,lizard,,,pelvis,1,1R,,50,,
41229-28509,1E,11,160,165,2D6,lizard,,,pelvis,1,1R,,50,,
41229-28510,1E,11,160,165,2D6,lizard,,,pelvis,1,1R,,75,,
41229-28511,1E,11,160,165,2D6,lizard,,,pelvis,1,1R,,50,,
41229-28512,1E,11,160,165,2D6,lizard,,,pelvis,1,1R,,75,,
41229-28468,1A,11,160,165,2D6,lizard,,,scapulocorocoid,1,1R,,75,,
41229-28577,East of 1,12,165,220,2D7,lizard,Scincidae,cf. Plestiodon,maxilla,1,1R,"unicuspid, striated crowns",25,,none
41229-28557,1E,12,165,180,2D9,lizard,Crotaphytidae,,dentary,1,1R,"wide teeth, tricuspid",50,,crown
41229-28558,1E,12,165,180,2D9,lizard,Crotaphytidae,,dentary,1,1R,"wide teeth, tricuspid",25,,shaft
41229-28563,1E,12,165,180,2D9,lizard,Phrynosomatidae,,dentary,1,1R,"unicuspid, striated crowns",75,,none
41229-28561,1E,12,165,180,2D9,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid, with coronoid frag",50,,crown
41229-28562,1E,12,165,180,2D9,lizard,Scincidae,cf. Plestiodon,dentary,1,1R,"unicuspid, striated crowns",75,,shaft
41229-28556,1E,12,165,180,2D9,lizard,Scincidae,cf. Plestiodon,dentary,1,1R,"unicuspid, striated crowns",75,,none
41229-28564,1E,12,165,180,2D9,lizard,,,femur,1,1R,pitted bone,100,,
41229-28568,1E,12,165,180,2D9,lizard,,,humerus,1,1R,burn marks,100,,
41229-28583,1E,12,165,180,2D9,lizard,Crotaphytidae,,maxilla,1,1R,"wide teeth,",25,,crown
41229-28582,1E,12,165,180,2D9,lizard,Crotaphytidae,,maxilla,1,1R,"wide teeth, tricuspid",25,,crown
41229-28570,1E,12,165,180,2D9,lizard,,,maxilla,1,1R,tricuspid,100,Yes,none
41229-28574,1E,12,165,180,2D9,lizard,,,scapulocorocoid,1,1R,,75,,
41229-28541,1E,12,165,170,2D7,lizard,cf. Anguidae,,dentary,1,1R,"missng crowns and part of shaft, shallow gutter",50,,shaft
41229-28521,1A,12,165,170,2D7,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",50,,crown
41229-28522,1A,12,165,170,2D7,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",75,,crown
41229-28523,1A,12,165,170,2D7,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",50,,crown
41229-28524,1A,12,165,170,2D7,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid,  eroded tooth crowns",100,,crown
41229-28536,1B,12,165,170,2D7,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",75,,crown
41229-28540,1E,12,165,170,2D7,lizard,Scincidae,,dentary,1,1R,"unicuspid, striated crowns",75,,crown
41229-28526,1A,12,165,170,2D7,lizard,,,dentary,1,1R,missng crowns and part of shaft,50,,shaft
41229-28527,1A,12,165,170,2D7,lizard,,,dentary,1,1R,missng crowns and part of shaft,50,,shaft
41229-28528,1A,12,165,170,2D7,lizard,,,humerus,1,1R,,100,,
41229-28545,1E,12,165,170,2D7,lizard,Crotaphytidae,,maxilla,1,1R,"unicuspid,eroded tooth crowns and shafts and bone",50,,shaft
41229-28531,1A,12,165,170,2D7,lizard,Phrynosomatidae,,maxilla,1,1R,"tricuspid, slightly eroded tooth crowns",50,,crown
41229-28538,1B,12,165,170,2D7,lizard,,,maxilla,1,1R,"unicuspid, striated crowns, frag",25,,none
41229-28549,1E,12,165,170,2D7,lizard,,,pelvis,1,1R,,50,,
41229-28586,1E,12,170,175,2D8,lizard,Scincidae,cf. Plestiodon,dentary,1,1R,"unicuspid, striated crowns",100,,crown
41229-28588,1E,12,170,175,2D8,lizard,,,femur,1,1R,,100,,
41229-28594,1E,12,170,175,2D8,lizard,Scincidae,,maxilla,1,1R,"unicuspid, striated crowns",100,,none
41229-28596,1E,12,170,175,2D8,lizard,,,pelvis,1,1R,,50,,
41229-28597,1E,12,170,175,2D8,lizard,,,pelvis,1,1R,,75,,
41229-28600,1E,12,170,175,2D8,lizard,,,scapulocorocoid,1,1R,,75,,
41229-28622,1D/E,12,175,180,2D9,lizard,Anguidae,,dentary,1,1R,"unicuspid, recurved teeth, small su pr",100,,none
41229-28636,1D/E,12,175,180,2D9,lizard,cf. Anguidae,,dentary,1,1R,"eroded crown and some tooth shafts, ventral mk wide shelf, shallow gutter",25,,shaft
41229-28610,1A,12,175,180,2D9,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",75,,crown
41229-28625,1D/E,12,175,180,2D9,lizard,Phrynosomatidae,,dentary,1,1R,"unicuspid,  eroded crowns",25,,crown
41229-28626,1D/E,12,175,180,2D9,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",100,,crown
41229-28627,1D/E,12,175,180,2D9,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",100,,crown
41229-28628,1D/E,12,175,180,2D9,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",75,,crown
41229-28611,1A,12,175,180,2D9,lizard,Scincidae,cf. Plestiodon,dentary,1,1R,"unicuspid, striated crowns",50,,none
41229-28612,1A,12,175,180,2D9,lizard,Scincidae,cf. Plestiodon,dentary,1,1R,"unicuspid, striated crowns",75,,none
41229-28634,1D/E,12,175,180,2D9,lizard,Scincidae,cf. Plestiodon,dentary,1,1R,"unicuspid, striated crowns",25,,none
41229-28637,1D/E,12,175,180,2D9,lizard,,,humerus,1,1R,,100,,
41229-28639,1D/E,12,175,180,2D9,lizard,Crotaphytidae,,maxilla,1,1R,"wide teeth, tricuspid",50,,crown
41229-28618,1A,12,175,180,2D9,lizard,,,maxilla,1,1R,"tricuspid, slightly eroded tooth crowns",75,,crown
41229-28643,1D/E,12,175,180,2D9,lizard,,,maxilla,1,1R,"unicuspid,  eroded crowns",25,,crown
41229-28620,1A,12,175,180,2D9,lizard,,,scapulocorocoid,1,1R,,100,,
41229-28654,1A,13,180,185,2D10,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",100,,crown
41229-28678,1E,13,180,185,2D10,lizard,Phrynosomatidae,Phrynosoma,dentary,1,1R,,100,,none
41229-28655,1A,13,180,185,2D10,lizard,,,dentary,1,1R,"eroded crown and some tooth shafts, frag",0,,shaft
41229-28659,1B,13,180,185,2D11,lizard,,,dentary,1,1R,"tricuspid,  eroded tooth crowns and shaft",25,,shaft
41229-28666,1C,13,180,185,2D10,lizard,,,femur,1,1R,,50,,
41229-28668,1C,13,180,185,2D10,lizard,Phrynosomatidae,,maxilla,1,1R,"tricuspid,  eroded tooth crowns and shaft",75,,shaft
41229-28670,1C,13,180,185,2D11,lizard,,,pelvis,1,1R,,25,,
41229-28681,1E,13,180,185,2D11,lizard,,,pelvis,1,1R,,25,,
41229-28682,1E,13,180,185,2D11,lizard,Scincidae,cf. Plestiodon,pterygoid,1,1R,,75,,
41229-28673,1C,13,180,185,2D11,lizard,,,scapulocorocoid,1,1R,,100,,
41229-28690,1C,13,185,190,2D12,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",75,,crown
41229-28691,1C,13,185,190,2D12,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",25,,crown
41229-28696,1D/E,13,185,190,2D12,lizard,,,humerus,1,1R,,50,,
41229-28693,1C,13,185,190,2D12,lizard,Phrynosomatidae,,maxilla,1,1R,"tricuspid, slightly eroded tooth crowns",25,,crown
41229-28697,1D/E,13,185,190,2D12,lizard,,,pelvis,1,1R,,75,,
41229-28694,1C,13,185,190,2D12,lizard,,,tooth bearing element,1,1R,"unicuspid,eroded tooth crowns and shafts and bone",25,,shaft
41229-28702,1C,13,190,195,2D13,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",75,,crown
41229-28731,1C,14,195,200,2D15,lizard,Phrynosomatidae,,dentary,1,1R,"unicuspid,eroded tooth crowns and shafts and bone",75,,shaft
41229-11093,1D/E,14,195,200,2D15,lizard,Phrynosomatidae,Phrynosoma,dentary,1,1R,eroded crown and some tooth shafts,50,,shaft
41229-28732,1C,14,195,200,2D15,lizard,,,dentary,1,1R,eroded tooth shaft and crown and bone,25,,shaft
41229-28737,1D/E,14,195,200,2D15,lizard,Anguidae,Ophisaurus,frontal,1,1R,,100,,
41229-28728,1C,14,195,200,2D15,lizard,Anguidae,Ophisaurus,maxilla,1,1R,"unicuspid, recurved teeth",100,,none
41229-28733,1C,14,195,200,2D15,lizard,,,pelvis,1,1R,,50,,
41229-28742,1D/E,14,195,200,2D15,lizard,,,pelvis,1,1R,,50,,
41229-28751,1D/E,14,200,205,2.00E+01,lizard,,,coronoid,1,1R,,50,,
41229-28794,1D/E,14,200,205,2.00E+01,lizard,cf. Scincidae,,dentary,1,1R,"unicuspid, striated crowns",50,,none
41229-28764,1D/E,14,200,205,2.00E+01,lizard,Crotaphytidae,,dentary,1,1R,"wide teeth, tricuspid",75,,crown
41229-28744,1C,14,200,205,2.00E+01,lizard,Phrynosomatidae,Phrynosoma ,dentary,1,1R,,100,,none
41229-28755,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,Phrynosoma ,dentary,1,1R,erosion creates tricuspid illusion,100,,crown
41229-28757,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,Phrynosoma,dentary,1,1R,eroded crown and some tooth shafts,75,,shaft
41229-28782,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,,dentary,1,1R,,75,,crown
41229-28783,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,cf. Sceloporus,dentary,1,1R,,25,,crown
41229-28784,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,,dentary,1,1R,,50,,none
41229-28785,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,,dentary,1,1R,,25,,crown
41229-28786,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,,dentary,1,1R,,50,,crown
41229-28787,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,,dentary,1,1R,,100,,shaft
41229-28788,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,,dentary,1,1R,,50,,crown
41229-28789,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,Phrynosoma,dentary,1,1R,,25,,none
41229-28790,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,,dentary,1,1R,,75,,crown
41229-28791,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,,dentary,1,1R,,50,,crown
41229-28792,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,,dentary,1,1R,,50,,crown
41229-28793,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,,dentary,1,1R,,25,,none
41229-28765,1D/E,14,200,205,2.00E+01,lizard,,,dentary,1,1R,eroded tooth shaft and crown and bone,25,,shaft
41229-28796,1D/E,14,200,205,2.00E+01,lizard,,,femur,1,1R,,75,,
41229-28816,1D/E,14,200,205,2.00E+01,lizard,,,humerus,1,1R,,75,,
41229-28821,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,,jugal,1,1R,,75,,
41229-28822,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,,jugal,1,1R,,75,,
41229-28842,1D/E,14,200,205,2.00E+01,lizard,Crotaphytidae,,maxilla,1,1R,"wide teeth, tricuspid",50,,crown
41229-28823,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,Phrynosoma ,maxilla,1,1R,,75,,none
41229-28838,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,,maxilla,1,1R,,50,,crown
41229-28839,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,,maxilla,1,1R,,25,,crown
41229-28840,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,,maxilla,1,1R,,75,,crown
41229-28841,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,,maxilla,1,1R,,50,,none
41229-28843,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,,maxilla,1,1R,,50,,crown
41229-28844,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,,maxilla,1,1R,,100,,none
41229-28845,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,,maxilla,1,1R,,25,,crown
41229-28846,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,,maxilla,1,1R,,25,,crown
41229-28746,1C,14,200,205,2.00E+01,lizard,,,pelvis,1,1R,,75,,
41229-28866,1D/E,14,200,205,2.00E+01,lizard,Crotaphytidae,,pterygoid,1,1R,,50,,
41229-28875,1D/E,14,200,205,2.00E+01,lizard,,,scapulocorocoid,1,1R,,100,,
41229-28881,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,,surangular,1,1R,,50,,
41229-28916,1D/E,14,205,210,2.00E+03,lizard,Crotaphytidae,,dentary,1,1R,"wide teeth, tricuspid",25,,none
41229-28917,1D/E,14,205,210,2.00E+03,lizard,Crotaphytidae,,dentary,1,1R,"wide teeth, tricuspid",75,,crown
41229-28910,1D/E,14,205,210,2.00E+03,lizard,Phrynosomatidae,,dentary,1,1R,"unicuspid,  slightly eroded crowns",100,,crown
41229-28911,1D/E,14,205,210,2.00E+03,lizard,Phrynosomatidae,,dentary,1,1R,,25,,crown
41229-28912,1D/E,14,205,210,2.00E+03,lizard,Phrynosomatidae,,dentary,1,1R,"unicuspid,  slightly eroded crowns",100,,shaft
41229-28913,1D/E,14,205,210,2.00E+03,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",75,,shaft
41229-28914,1D/E,14,205,210,2.00E+03,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",75,,crown
41229-28915,1D/E,14,205,210,2.00E+03,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",75,,crown
41229-28918,1D/E,14,205,210,2.00E+03,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",75,,crown
41229-28919,1D/E,14,205,210,2.00E+03,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",75,,crown
41229-28920,1D/E,14,205,210,2.00E+03,lizard,Phrynosomatidae,,dentary,1,1R,"unicuspid,  slightly eroded crowns",50,,crown
41229-28921,1D/E,14,205,210,2.00E+03,lizard,Phrynosomatidae,,dentary,1,1R,eroded crown and some tooth shafts,75,,shaft
41229-28922,1D/E,14,205,210,2.00E+03,lizard,Phrynosomatidae,,dentary,1,1R,eroded crown and some tooth shafts,75,,shaft
41229-28887,1C,14,205,210,2.00E+03,lizard,,,dentary,1,1R,"unicuspid, slightly eroded crowns",75,,crown
41229-28925,1D/E,14,205,210,2.00E+03,lizard,,,femur,1,1R,,75,,
41229-28926,1D/E,14,205,210,2.00E+03,lizard,,,femur,1,1R,,50,,
41229-28889,1C,14,205,210,2.00E+03,lizard,,,humerus,1,1R,,100,,
41229-28951,1D/E,14,205,210,2.00E+03,lizard,,,humerus,1,1R,,50,,
41229-28956,1D/E,14,205,210,2.00E+03,lizard,,,humerus,1,1R,,75,,
41229-28960,1D/E,14,205,210,2.00E+03,lizard,,,jugal,1,1R,,50,,
41229-28974,1D/E,14,205,210,2.00E+03,lizard,Crotaphytidae,,maxilla,1,1R,"wide teeth, tricuspid",0,,none
41229-28961,1D/E,14,205,210,2.00E+03,lizard,Phrynosomatidae,Phrynosoma ,maxilla,1,1R,,100,,none
41229-28967,1D/E,14,205,210,2.00E+03,lizard,Phrynosomatidae,,maxilla,1,1R,,100,,crown
41229-28968,1D/E,14,205,210,2.00E+03,lizard,Phrynosomatidae,,maxilla,1,1R,,50,,crown
41229-28969,1D/E,14,205,210,2.00E+03,lizard,Phrynosomatidae,,maxilla,1,1R,,100,,none
41229-28970,1D/E,14,205,210,2.00E+03,lizard,Phrynosomatidae,,maxilla,1,1R,,50,,crown
41229-28971,1D/E,14,205,210,2.00E+03,lizard,Phrynosomatidae,,maxilla,1,1R,,25,,none
41229-28972,1D/E,14,205,210,2.00E+03,lizard,Phrynosomatidae,,maxilla,1,1R,,100,,none
41229-28975,1D/E,14,205,210,2.00E+03,lizard,,,braincase,1,1R,otooccipital,,,
41229-28981,1D/E,14,205,210,2.00E+03,lizard,,,pelvis,1,1R,,75,,
41229-28994,1D/E,14,205,210,2.00E+03,lizard,,,scapulocorocoid,1,1R,,100,,
41229-29001,1D/E,14,205,210,2.00E+03,lizard,Anguidae,Ophisaurus,surangular_articular,1,1R,,75,,
41229-29004,1D/E,14,205,210,2.00E+03,lizard,Phrynosomatidae,,surangular_articular,1,1R,,75,,
41229-29005,1D/E,14,205,210,2.00E+03,lizard,Phrynosomatidae,,surangular_articular,1,1R,,100,,
41229-25612,1D/E,15,210,215,2.00E+05,lizard,,,articular,1,1R,,50,,
41229-25578,1D/E,15,210,215,2.00E+05,lizard,Crotaphytidae,,coronoid,1,1R,,75,,
41229-25561,1D/E,15,210,215,2.00E+05,lizard,Pleurodonta,,coronoid,1,1R,,75,,
41229-29122,1D/E,15,210,215,2.00E+05,lizard,,,coronoid,1,1R,,100,,
41229-29059,1D/E,15,210,215,2.00E+04,lizard,Anguidae,,dentary,1,1R,"unicuspid, recurved teeth",50,,shaft
41229-29054,1D/E,15,210,215,2.00E+04,lizard,Crotaphytidae,,dentary,1,1R,"wide teeth, tricuspid",25,,none
41229-29212,1D/E,15,210,215,2.00E+05,lizard,Crotaphytidae,,dentary,1,1R,,50,,none
41229-29011,1C,15,210,215,2.00E+04,lizard,Phrynosomatidae,,dentary,1,1R,,25,,crown
41229-29012,1C,15,210,215,2.00E+04,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid,  eroded tooth crowns and shaft",25,,shaft
41229-29038,1D/E,15,210,215,2.00E+04,lizard,Phrynosomatidae,Phrynosoma ,dentary,1,1R,,75,,none
41229-29039,1D/E,15,210,215,2.00E+04,lizard,Phrynosomatidae,Phrynosoma ,dentary,1,1R,,75,,crown
