Catalogue_Num,Pit,Bin,Level_min,Level_max,Drawer,Higher_Classification,Family,Genus,Element,NISP,Details,Notes,Quadrant,GMM?,TeethCorrosion
41229-26907,1A,3,30,35,2A8,lizard,Phrynosomatidae,,dentary,1,1R,"weak tricuspid, closed mk",100,Yes,
41229-26908,1A,3,30,35,2A8,lizard,Phrynosomatidae,,dentary,1,1R,"weak tricuspid, closed mk",100,Maybe,
41229-26909,1A,3,30,35,2A8,lizard,Phrynosomatidae,,dentary,1,1R,tricuspid frag,25,,
41229-26910,1A,3,30,35,2A8,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid, closed mk",100,No,
41229-26911,1A,3,30,35,2A8,lizard,Phrynosomatidae,,dentary,1,1R,"missing crowns, missing most teeth, open mk",75,,crown
41229-26912,1A,3,30,35,2A8,lizard,Phrynosomatidae,,dentary,1,1R,"weak tricuspid, closed mk",25,,
41229-26913,1A,3,30,35,2A8,lizard,Phrynosomatidae,,dentary,1,1R,"weak tricuspid,eroded tooth crowns",75,,crown
41229-26914,1A,3,30,35,2A8,lizard,Phrynosomatidae,,dentary,1,1R,"moderate tricuspid, closed mk",100,,
41229-26917,1A,3,30,35,2A8,lizard,Phrynosomatidae,,dentary,1,1R,"missing crowns, missing most teeth, closed mk",25,,crown
41229-26894,1A,3,30,35,2A8,lizard,Pleurodonta,,dentary,1,1R,posterior frag,25,No,
41229-26918,1A,3,30,35,2A8,lizard,Teiidae,,dentary,1,1R,"missing crowns, missing most teeth, wide teeth lots of cementum",75,,crown
41229-26915,1A,3,30,35,2A8,lizard,,,dentary,1,1R,unicuspid ant frag,25,,
41229-26916,1A,3,30,35,2A8,lizard,,,dentary,1,1R,unicuspid ant frag,25,,
41229-26929,1A,3,30,35,2A8,lizard,,,humerus,1,1R,,50,,
41229-26930,1A,3,30,35,2A8,lizard,,,humerus,1,1R,,75,,
41229-26931,1A,3,30,35,2A8,lizard,,,humerus,1,1R,,50,,
41229-26945,1A,3,30,35,2A8,lizard,Phrynosomatidae,,maxilla,1,1R,weak tricuspid,25,,
41229-26960,1A,3,30,35,2A8,lizard,Phrynosomatidae,,maxilla,1,1R,"tricuspid, slightly eroded teeth",100,Maybe,crown
41229-26961,1A,3,30,35,2A8,lizard,Phrynosomatidae,,maxilla,1,1R,tricuspid,100,Maybe,
41229-26962,1A,3,30,35,2A8,lizard,Phrynosomatidae,,maxilla,1,1R,tricuspid,50,,
41229-26963,1A,3,30,35,2A8,lizard,Phrynosomatidae,,maxilla,1,1R,eroded tooth crowns,50,,crown
41229-26964,1A,3,30,35,2A8,lizard,Phrynosomatidae,,maxilla,1,1R,tricuspid,50,,
41229-26965,1A,3,30,35,2A8,lizard,Phrynosomatidae,,maxilla,1,1R,"facial process merges with pxp, slightly eroded tooth crowns",50,,crown
41229-26966,1A,3,30,35,2A8,lizard,Phrynosomatidae,,maxilla,1,1R,"tricuspid, slightly eroded tooth crowns",50,,crown
41229-26947,1A,3,30,35,2A8,lizard,Teiidae,,maxilla,1,1R,bicuspid,50,,
41229-26941,1A,3,30,35,2A8,lizard,,,maxilla,1,1R,eroded tooth crowns,0,,crown
41229-26973,1A,3,30,35,2A8,lizard,,,pelvis,1,1R,,50,,
41229-26974,1A,3,30,35,2A8,lizard,,,pelvis,1,1R,burned,50,,
41229-26976,1A,3,30,35,2A8,lizard,,,prefrontal,1,1R,,100,,
41229-26981,1A,3,30,35,2A8,lizard,Phrynosomatidae,,pterygoid,1,1R,,50,,
41229-26988,1A,3,30,35,2A8,lizard,,,scapulocorocoid,1,1R,,100,,
41229-26989,1A,3,30,35,2A8,lizard,,,scapulocorocoid,1,1R,,50,,
41229-26990,1A,3,30,35,2A8,lizard,,,scapulocorocoid,1,1R,,100,,
41229-26998,1A,3,30,35,2A8,lizard,Anguidae,Ophisaurus,surangular,1,1R,,75,,
41229-26999,1A,3,30,35,2A8,lizard,Scincidae,cf. Plestiodon,surangular,1,1R,,50,,
41229-26993,1A,3,30,35,2A8,lizard,Phrynosomatidae,,surangular_articular,1,1R,,50,,
41229-26994,1A,3,30,35,2A8,lizard,,,surangular_articular,1,1R,,50,,
41229-26996,1A,3,30,35,2A8,lizard,,,surangular_articular,1,1R,,50,,
41229-26997,1A,3,30,35,2A8,lizard,,,surangular_articular,1,1R,,25,,
41229-27000,1A,3,30,35,2A8,lizard,,,surangular_articular,1,1R,,50,,
41229-27015,1A,3,35,40,2A9,lizard,Phrynosomatidae,,coronoid,1,1R,,100,,
41229-27078,1B,3,35,40,2A9,lizard,Phrynosomatidae,cf. Phrynosoma,coronoid,1,1R,,100,,
41229-27079,1B,3,35,40,2A9,lizard,Teiidae,,coronoid,1,1R,,100,,
41229-27023,1A,3,35,40,2A9,lizard,cf. Phrynosomatidae,,dentary,1,1R,"unicuspid frag, open mk, eroded crowns",50,,crown
41229-27022,1A,3,35,40,2A9,lizard,Phrynosomatidae,,dentary,1,1R,tricuspid frag,25,,
41229-27024,1A,3,35,40,2A9,lizard,Phrynosomatidae,,dentary,1,1R,tricuspid frag,50,,
41229-27025,1A,3,35,40,2A9,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",25,,crown
41229-27026,1A,3,35,40,2A9,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",50,,crown
41229-27027,1A,3,35,40,2A9,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid, open mk",50,,
41229-27028,1A,3,35,40,2A9,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid, closed mk",25,,
41229-27029,1A,3,35,40,2A9,lizard,Phrynosomatidae,,dentary,1,1R,"closed mk, some unicuspid teeth",25,,
41229-27021,1A,3,35,40,2A9,lizard,,,dentary,1,1R,tricuspid,50,,
41229-27030,1A,3,35,40,2A9,lizard,,,dentary,1,1R,eroded tooth shaft and crown,25,,shaft
41229-27039,1A,3,35,40,2A9,lizard,Crotaphytidae,,maxilla,1,1R,,100,,
41229-27072,1A,3,35,40,2A9,lizard,Crotaphytidae,,maxilla,1,1R,"tricuspid, wide teeth, jugal ridge",50,,
41229-27041,1A,3,35,40,2A9,lizard,Phrynosomatidae,,maxilla,1,1R,tricuspid,75,,
41229-27046,1A,3,35,40,2A9,lizard,Phrynosomatidae,,maxilla,1,1R,tricuspid,50,,
41229-27047,1A,3,35,40,2A9,lizard,Phrynosomatidae,,maxilla,1,1R,eroded tooth crowns,50,,crown
41229-27048,1A,3,35,40,2A9,lizard,Phrynosomatidae,,maxilla,1,1R,"tricuspid, slightly eroded tooth crowns",100,,crown
41229-27049,1A,3,35,40,2A9,lizard,Phrynosomatidae,,maxilla,1,1R,tricuspid,50,,
41229-27050,1A,3,35,40,2A9,lizard,Phrynosomatidae,,maxilla,1,1R,"tricuspid, brown color",25,,
41229-27051,1A,3,35,40,2A9,lizard,Phrynosomatidae,,maxilla,1,1R,erodrd crowns,100,,crown
41229-27052,1A,3,35,40,2A9,lizard,Phrynosomatidae,,maxilla,1,1R,tricuspid,25,,
41229-27009,1,3,35,40,2A9,lizard,Pleurodonta,,maxilla,1,1R,,25,,
41229-27059,1A,3,35,40,2A9,lizard,Phrynosomatidae,,quadrate,1,1R,,100,,
41229-27063,1A,3,35,40,2A9,lizard,,,scapulocorocoid,1,1R,,75,,
41229-27064,1A,3,35,40,2A9,lizard,,,scapulocorocoid,1,1R,,50,,
41229-27065,1A,3,35,40,2A9,lizard,,,scapulocorocoid,1,1R,,25,,
41229-27066,1A,3,35,40,2A9,lizard,,,scapulocorocoid,1,1R,,75,,
41229-27067,1A,3,35,40,2A9,lizard,,,scapulocorocoid,1,1R,,75,,
41229-27069,1A,3,35,40,2A9,lizard,,,surangular,1,1R,,100,,
41229-27070,1A,3,35,40,2A9,lizard,,,surangular,1,1R,,25,,
41229-27071,1A,3,35,40,2A9,lizard,,,surangular,1,1R,,50,,
41229-8094,1,3,40,45,2A10,lizard,Crotaphytidae,"""Crotaphytus""",dentary,1,1R,"unicuspid frag, wide sup mk lip, eroded crowns",25,,
41229-27090,1A,3,40,45,2A10,lizard,Anguidae,cf. Gerrhonotus,maxilla,1,1R,eroded tooth shaft and crown,50,,shaft
41229-27093,1A,3,40,45,2A10,lizard,Phrynosomatidae,,pterygoid,1,1R,,100,,
41229-27094,1A,3,40,45,2A10,lizard,Scincidae,cf. Plestiodon,surangular,1,1R,wide spatulate reto art process,25,,
41229-27102,1,4,45,50,2A11,lizard,Phrynosomatidae,,dentary,1,1R,eroded tooth crowns,25,No,crown
41229-27103,1,4,45,50,2A11,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",75,No,crown
41229-27104,1,4,45,50,2A11,lizard,Phrynosomatidae,,dentary,1,1R,eroded tooth crowns,25,No,crown
41229-27135,1A,4,45,50,2A11,lizard,Phrynosomatidae,Phrynosoma,dentary,1,1R,unicuspid,50,,none
41229-27138,1A,4,45,50,2A11,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",50,,crown
41229-27154,1E,4,45,50,2A12,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",25,,crown
41229-27155,1E,4,45,50,2A12,lizard,Phrynosomatidae,,dentary,1,1R,tricuspid,25,,none
41229-27156,1E,4,45,50,2A12,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",25,,crown
41229-27157,1E,4,45,50,2A12,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",25,,crown
41229-27158,1E,4,45,50,2A12,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",50,,crown
41229-27159,1E,4,45,50,2A12,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid, slightly eroded teeth, bone, and crowns ",25,,shaft
41229-27160,1E,4,45,50,2A12,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid, closed mk",100,YES,none
41229-27115,1,4,45,50,2A11,lizard,Phrynosomatidae,,maxilla,1,1R,"tricuspid, slightly eroded tooth crowns",100,Maybe,crown
41229-27116,1,4,45,50,2A11,lizard,Phrynosomatidae,,maxilla,1,1R,"missing crowns, parrallel palatine pr.",50,No,crown
41229-27117,1,4,45,50,2A11,lizard,Phrynosomatidae,,maxilla,1,1R,tricuspid,25,No,none
41229-27118,1,4,45,50,2A11,lizard,Phrynosomatidae,,maxilla,1,1R,eroded tooth shaft and crown,50,No,shaft
41229-27164,1E,4,45,50,2A12,lizard,Phrynosomatidae,,maxilla,1,1R,"tricuspid, slightly eroded tooth crowns",25,,crown
41229-27163,1E,4,45,50,2A12,lizard,,,maxilla,1,1R,eroded tooth crowns,50,,crown
41229-27119,1,4,45,50,2A11,lizard,cf. Phrynosomatidae,,braincase,1,1R,otooccipital,,,
41229-27122,1,4,45,50,2A11,lizard,,,pelvis,1,1R,,25,,
41229-27144,1A,4,45,50,2A11,lizard,Crotaphytidae,,pterygoid,1,1R,,50,,
41229-27127,1,4,45,50,2A11,lizard,,,scapulocorocoid,1,1R,,75,,
41229-27129,1,4,45,50,2A11,lizard,cf. Phrynosomatidae,,surangular,1,1R,,75,,
41229-27133,1,4,45,50,2A11,lizard,cf. Crotaphytidae,,vomer,1,1R,,100,,
41229-27167,1,4,50,55,2A13,lizard,Phrynosomatidae,Phrynosoma,dentary,1,1R,unicuspid,75,,none
41229-27168,1,4,50,55,2A13,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",75,,crown
41229-27176,1B,4,50,55,2A13,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns, closed mk",75,YES,crown
41229-27177,1B,4,50,55,2A13,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns, closed mk",50,No,crown
41229-27180,1B,4,50,55,2A13,lizard,,,pelvis,1,1R,,50,,
41229-27190,1A,4,55,60,2A14,lizard,Phrynosomatidae,cf. Phrynosoma,coronoid,1,1R,,100,,
41229-27192,1A,4,55,60,2A14,lizard,Phrynosomatidae,,dentary,1,1R,"unicuspid frag,  eroded crowns, teeth, and bone",75,,shaft
41229-27195,1A,4,55,60,2A14,lizard,Phrynosomatidae,,maxilla,1,1R,missing crowns,50,,crown
41229-27187,1,4,55,60,2A14,lizard,,,pelvis,1,1R,,75,,
41229-27188,1,4,55,60,2A14,lizard,Phrynosomatidae,Phrynosoma,postorbital,1,1R,,100,,
41229-27207,1,5,60,65,2A15,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",50,,crown
41229-27208,1,5,60,65,2A15,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",50,,crown
41229-27227,1B,5,60,65,2A15,lizard,Phrynosomatidae,,dentary,1,1R,tricuspid frag,25,,none
41229-27228,1B,5,60,65,2A15,lizard,Phrynosomatidae,,dentary,1,1R,"missing crowns, with splenial",75,,crown
